item_id,id,date,p10,p50,p75,p90,mean
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:09:00Z,13.497385250319175,16.187744064282764,17.479528343728397,18.660722420845598,16.10677662597751
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:10:00Z,13.311333457763784,15.987460993192501,17.456126715202956,18.639725256234776,15.920019730102524
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:11:00Z,13.27480187495741,15.885727774433203,17.562071670063006,18.810120262430516,15.881684624220004
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:12:00Z,13.348706499702796,15.761654681657431,17.465824057514904,18.852372859020452,15.864246137875464
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:13:00Z,11.758427967413683,16.040892712824036,17.280481978452144,18.631280476674632,15.842329904673164
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:14:00Z,13.116012079904216,16.015248559536253,17.50538384862032,18.9996582790678,15.947802170487513
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:15:00Z,13.098673736881677,15.94895620702804,17.325435136277704,18.952359253530908,15.891550687951339
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:16:00Z,11.705854333245494,15.903162842486552,17.561719905134908,18.978809095312112,15.753435385844151
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:17:00Z,12.907019572088082,15.958040234979775,17.272589975664555,18.70061100617412,15.870093800905924
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:18:00Z,11.47669711691658,16.162776958284738,17.783069974787473,19.025919376506472,16.049531410266123
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:19:00Z,10.61721589892168,15.216841001226829,17.151178645984363,18.731332095267824,15.38036460747622
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:20:00Z,10.920543102882297,15.526912466261855,16.84238305850054,18.067893931453145,15.415270629038835
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:21:00Z,11.103094738916553,16.028110291312476,17.352842208001434,19.05731870384621,15.893180198716239
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:22:00Z,11.286804149939874,16.401910601503115,18.244233440717657,19.080503647151236,16.102274082030586
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:23:00Z,12.998635784678287,16.396004525066427,17.40425106322967,18.92346165812384,16.031911431843337
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:24:00Z,11.40683284412587,15.791060448492459,17.117508665774693,18.876728490073667,15.788058010540343
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:25:00Z,11.199808658200212,15.854557944992688,17.240763302260927,19.091659948249053,15.823159817268566
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:26:00Z,11.337897640276891,15.648172633724197,17.259606672643542,19.165755247148674,15.776587568849749
209. 유진투자증권빌딩 앞,st-55,2021-12-02T00:27:00Z,11.424737343312524,16.27644184664163,17.540090082858182,19.21958484314505,15.9462365265144
