item_id,id,date,p10,p50,p75,p90,mean
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:09:00Z,7.560385064187217,8.543733258450375,9.586659005441707,10.15779072586007,8.763205549528958
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:10:00Z,7.550959075273673,8.24590463061654,9.159642162888654,10.074545026852656,8.538639278837977
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:11:00Z,7.742980776662766,8.422377597285891,9.221055356300633,10.172991508961125,8.662696922563018
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:12:00Z,7.73871001125057,8.517680555689253,9.31159684335037,10.267620705717372,8.733510682110774
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:13:00Z,7.456960117710153,8.556359348593132,9.340108234208003,10.110922950763179,8.728751877184886
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:14:00Z,7.469387783959299,8.608725861372566,9.730725092106493,10.372183762506632,8.835416121472619
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:15:00Z,7.539491826225184,8.62395070738389,9.42867438618052,10.382013636113996,8.814005410448988
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:16:00Z,7.5102542948132,8.554715124366494,9.35760437121362,10.27829630378539,8.723452239345175
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:17:00Z,7.275827883832537,8.713153791285277,9.533427644877403,10.535971590808165,8.904244416264856
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:18:00Z,7.203754682574495,8.798195417372026,9.298788698225783,10.418258794775747,8.951322215058992
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:19:00Z,6.823355186079723,8.220981671384719,9.144797998998625,10.133148188959009,8.432046227216938
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:20:00Z,7.04070709198397,8.657851092035328,9.214796540805782,10.369762867002454,8.76073310226051
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:21:00Z,7.187444025536944,8.668427994605072,10.047347632525408,10.55676270239355,8.947901662993331
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:22:00Z,7.083781761847108,8.769114117144058,9.808776697568446,10.667920449334511,8.996209580601946
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:23:00Z,7.597769329745021,8.745746566145767,9.770883239592196,10.64112887171193,8.99452164644586
203. 국회의사당역 3번출구 옆,st-51,2021-12-02T00:24:00Z,7.543187198884509,8.89327848720356,9.792682329483492,10.609854815766584,9.091201161120553
