item_id,id,date,p10,p50,p75,p90,mean
206. kbs 앞,st-53,2021-12-02T00:09:00Z,18.371835093774568,22.41934688201758,26.359333906857067,27.702346938198147,23.135503444644236
206. kbs 앞,st-53,2021-12-02T00:10:00Z,18.071904966456707,22.33840046217793,26.33944059271306,27.833707161946336,22.896024412839985
206. kbs 앞,st-53,2021-12-02T00:11:00Z,18.018831774358755,22.195487219378094,26.437581521792442,27.869887340548182,22.881587861405293
206. kbs 앞,st-53,2021-12-02T00:12:00Z,18.26967805078698,22.240102716635334,26.364990522767414,27.75840423072641,22.78952556251769
206. kbs 앞,st-53,2021-12-02T00:13:00Z,16.501706948278876,22.216539650373235,26.3356211124102,27.85672731397125,22.844192631143073
206. kbs 앞,st-53,2021-12-02T00:14:00Z,17.761190856000454,22.284265746192183,26.36557813838794,27.941006300633678,22.83235694790677
206. kbs 앞,st-53,2021-12-02T00:15:00Z,17.729388078022474,22.193111553204474,26.52567534774772,27.88055859156618,22.86603885973561
206. kbs 앞,st-53,2021-12-02T00:16:00Z,16.344565140728765,22.021703614690285,26.41247816989743,28.118380131097304,22.649848792868774
206. kbs 앞,st-53,2021-12-02T00:17:00Z,17.661833284979956,22.02011087271767,26.434830244554405,27.92075554356851,22.829268064617846
206. kbs 앞,st-53,2021-12-02T00:18:00Z,16.139986046228838,23.467801994856774,26.688152181175084,27.997828484403982,23.161272144115678
206. kbs 앞,st-53,2021-12-02T00:19:00Z,15.219097099623438,21.561666583583957,26.262198730085903,27.94650828804405,22.37310695914534
206. kbs 앞,st-53,2021-12-02T00:20:00Z,15.454488293091282,21.8189706938688,26.254061705199405,27.6287131357195,22.34836506727732
206. kbs 앞,st-53,2021-12-02T00:21:00Z,15.882267408373126,22.58672040514704,26.7024351405284,28.208321876901167,23.07622123502366
206. kbs 앞,st-53,2021-12-02T00:22:00Z,16.115609902565705,24.63250248213928,26.782934919362585,28.41502007729231,23.39436272944174
206. kbs 앞,st-53,2021-12-02T00:23:00Z,18.464704121209724,24.67927950594919,26.836165365154073,28.490581757452297,23.327376863937534
206. kbs 앞,st-53,2021-12-02T00:24:00Z,16.105297946010264,22.55176380605576,26.697734007483817,27.882174751982234,22.885354209127193
206. kbs 앞,st-53,2021-12-02T00:25:00Z,15.885053324040207,22.33629243918857,26.73900047748253,28.565265904663143,22.888361098597336
206. kbs 앞,st-53,2021-12-02T00:26:00Z,16.478672586197685,22.46485789945246,26.963220922596104,28.546358117199944,23.02418542070638
206. kbs 앞,st-53,2021-12-02T00:27:00Z,16.25080762312039,24.099172291280517,27.077085440650887,28.742393277699435,23.275432517393824
206. kbs 앞,st-53,2021-12-02T00:28:00Z,18.033621216891945,24.7850040331575,27.08778930010027,28.843684049474582,23.559021852581044
206. kbs 앞,st-53,2021-12-02T00:29:00Z,16.44948540893994,22.800029791891703,27.057427220856777,28.758425865367876,23.25644169576639
206. kbs 앞,st-53,2021-12-02T00:30:00Z,16.59255689004969,22.17150857906273,27.204606714977018,28.898494059556626,23.210596725551966
206. kbs 앞,st-53,2021-12-02T00:31:00Z,15.819436354080795,22.901055852244667,27.40589943962901,29.124396769298166,23.42524704067349
206. kbs 앞,st-53,2021-12-02T00:32:00Z,15.995252175907085,22.483400890792844,26.960965601260458,28.60073568728634,23.068877476804843
206. kbs 앞,st-53,2021-12-02T00:33:00Z,16.230284485772994,23.840487558616285,27.042767372344603,28.827835141813217,23.190645667862633
206. kbs 앞,st-53,2021-12-02T00:34:00Z,16.229300852897865,21.764788015568648,26.91151704449847,28.557886296792347,22.913410397475804
206. kbs 앞,st-53,2021-12-02T00:35:00Z,18.735560749994022,25.220080934663983,27.15056404508685,28.999509063337605,23.810762637328367
206. kbs 앞,st-53,2021-12-02T00:36:00Z,16.150631703897446,22.430081747914727,26.994018389415242,28.654370114595803,22.938210264806727
206. kbs 앞,st-53,2021-12-02T00:37:00Z,16.472335683114814,21.819595233342138,27.093361150191658,29.004165624863333,22.874629578308046
206. kbs 앞,st-53,2021-12-02T00:38:00Z,16.383252526061092,21.8046685851741,27.183426413384268,29.001135020820364,22.725890691865427
206. kbs 앞,st-53,2021-12-02T00:39:00Z,16.37240329407429,22.23336614282015,26.91640545236219,28.789302458612973,22.842862198723886
206. kbs 앞,st-53,2021-12-02T00:40:00Z,15.795750570226637,25.508488859614452,27.080395781146485,29.05663314874277,23.45358556822919
206. kbs 앞,st-53,2021-12-02T00:41:00Z,16.46765962241236,22.320322144061336,27.00256327973399,28.97008086453954,22.945730081401276
206. kbs 앞,st-53,2021-12-02T00:42:00Z,15.46884505316018,23.04084241885083,27.118554019349883,28.988980469846915,23.057232859913793
206. kbs 앞,st-53,2021-12-02T00:43:00Z,18.120997919433908,21.419026086166344,26.83871540549965,28.930740591487393,22.525589256976765
206. kbs 앞,st-53,2021-12-02T00:44:00Z,15.856137120057898,22.259076420211343,27.03273129799553,28.89539812401108,22.855726017210557
206. kbs 앞,st-53,2021-12-02T00:45:00Z,16.22664896707168,22.83436177842726,27.034177860681094,28.79133026537877,22.999615624563305
206. kbs 앞,st-53,2021-12-02T00:46:00Z,16.738067213748895,22.488852642488368,27.160327207180124,29.093219385512867,23.195331617836747
206. kbs 앞,st-53,2021-12-02T00:47:00Z,15.909741127654968,22.911100670976037,27.069637710492653,29.07417274136437,23.159003065109193
206. kbs 앞,st-53,2021-12-02T00:48:00Z,15.233844760948925,21.42950175517442,26.8770727813058,28.597329188112845,22.30800668933341
206. kbs 앞,st-53,2021-12-02T00:49:00Z,15.941155830228759,22.839386730668593,27.08354011483453,29.06347211092448,23.015526312785006
206. kbs 앞,st-53,2021-12-02T00:50:00Z,16.27187285434737,21.706172191180993,26.986213613889937,29.191817551789626,22.61182430710543
206. kbs 앞,st-53,2021-12-02T00:51:00Z,16.19241553094207,22.95705957456537,26.8462030459988,29.221056598154064,22.960309781096065
206. kbs 앞,st-53,2021-12-02T00:52:00Z,16.318832686460233,22.814551413365788,27.00293639533104,28.978807543171662,22.87758216293614
206. kbs 앞,st-53,2021-12-02T00:53:00Z,15.850470745673523,22.006553197016327,27.023473211613222,29.15692410837323,22.640578127222593
206. kbs 앞,st-53,2021-12-02T00:54:00Z,16.224372973244872,22.30042004788112,27.098990105856995,29.240948151278957,22.82582681289471
206. kbs 앞,st-53,2021-12-02T00:55:00Z,15.025239244388434,21.987480747925574,27.026707244222905,29.180273784850826,22.55351859540807
206. kbs 앞,st-53,2021-12-02T00:56:00Z,14.960728496118763,21.99448939152368,27.08147622749363,29.132531014737452,22.282610519726198
206. kbs 앞,st-53,2021-12-02T00:57:00Z,15.966171326147528,21.936637355464676,27.06475733738565,29.341233330327093,22.521155532204332
206. kbs 앞,st-53,2021-12-02T00:58:00Z,14.92925494260247,23.01131520611626,27.594444164945386,29.402973628436875,23.033101267961907
206. kbs 앞,st-53,2021-12-02T00:59:00Z,14.796465936268248,22.816150197112712,27.22255463394854,29.47448245652023,22.97413987175556
206. kbs 앞,st-53,2021-12-02T01:00:00Z,16.504610014806758,22.745702747523033,27.09797245714983,29.434609331436917,22.999288318941062
206. kbs 앞,st-53,2021-12-02T01:01:00Z,16.257027394535566,21.741312312163533,26.956989601053806,29.464650395046036,22.609911060889576
206. kbs 앞,st-53,2021-12-02T01:02:00Z,14.686581243373583,21.81863345108064,27.068872512554684,29.44261514145588,22.498544921699263
206. kbs 앞,st-53,2021-12-02T01:03:00Z,16.060430230742256,22.579651805831105,27.22428867132151,29.375067220408063,22.916813198985437
206. kbs 앞,st-53,2021-12-02T01:04:00Z,15.856359386656433,21.773518743875588,26.963611314533118,29.267902251843235,22.44196553044874
206. kbs 앞,st-53,2021-12-02T01:05:00Z,13.962668545569159,21.292478205669035,26.759447012719384,29.237281521301313,21.8320785420657
206. kbs 앞,st-53,2021-12-02T01:06:00Z,14.076299451821699,21.159945254867758,26.854445544819043,29.39271976384766,21.681186313865915
206. kbs 앞,st-53,2021-12-02T01:07:00Z,13.987686732204928,21.413213420062505,26.97733855236394,29.230507507599167,21.84861078155022
206. kbs 앞,st-53,2021-12-02T01:08:00Z,15.803026329812127,24.208126954113897,27.249174892629906,29.66282660566432,22.852312359108552
206. kbs 앞,st-53,2021-12-02T01:09:00Z,15.886167298644342,21.62427018701841,27.254554452059995,29.426640127647243,22.48771087654634
206. kbs 앞,st-53,2021-12-02T01:10:00Z,14.774328982412454,21.823223503641145,26.998327422468826,29.363844916519497,22.400143201889737
206. kbs 앞,st-53,2021-12-02T01:11:00Z,14.023146410784006,21.431048748978576,27.0495519251332,29.81933079965252,22.1760209804631
