201. 진미파라곤 앞,st-46,2021-12-02T00:09:00Z,6.175432317856168,8.056725783190684,8.640924752238325,9.09379292844265,7.917847637424721
201. 진미파라곤 앞,st-46,2021-12-02T00:10:00Z,6.141440114080451,7.87124960905097,8.54083892709976,8.985554205013695,7.765414062934212
201. 진미파라곤 앞,st-46,2021-12-02T00:11:00Z,6.125508720368864,7.8018031755788995,8.502476614580173,8.992112720434795,7.72271492574778
201. 진미파라곤 앞,st-46,2021-12-02T00:12:00Z,6.171188216404933,7.910967766260341,8.633618170378881,9.110877463837593,7.816774789837618
201. 진미파라곤 앞,st-46,2021-12-02T00:13:00Z,6.0718560765356955,8.046985101432945,8.715990247800018,9.188287661801297,7.932737282834395
201. 진미파라곤 앞,st-46,2021-12-02T00:14:00Z,5.951102387356686,8.040207826403506,8.761061866539324,9.321682273268642,7.9664856016387064
201. 진미파라곤 앞,st-46,2021-12-02T00:15:00Z,5.947792505481169,8.01355695975434,8.769619709353647,9.474672967914369,7.912318586264517
201. 진미파라곤 앞,st-46,2021-12-02T00:16:00Z,6.106163707006691,7.992887173281598,8.710027328781417,9.324853045063975,7.8654629786812915
201. 진미파라곤 앞,st-46,2021-12-02T00:17:00Z,5.852877885377714,8.163496878468063,8.901528841073159,9.441052182221359,8.077096691481248
201. 진미파라곤 앞,st-46,2021-12-02T00:18:00Z,5.841357273703469,8.325155175451007,9.055219425101402,9.758522398660313,8.23906964419069
201. 진미파라곤 앞,st-46,2021-12-02T00:19:00Z,5.241054170738678,7.670735984448956,8.420790333709029,9.01874289721404,7.5223852869393095
201. 진미파라곤 앞,st-46,2021-12-02T00:20:00Z,5.611126518186857,8.08536360870856,8.838068623425032,9.644088766660875,7.927701690292323
201. 진미파라곤 앞,st-46,2021-12-02T00:21:00Z,5.729498734230824,8.180951450625018,8.942418897489217,9.73072757244876,8.113609592774488
201. 진미파라곤 앞,st-46,2021-12-02T00:22:00Z,5.73856510907419,8.469973351614883,9.082877799173703,9.68798337775154,8.24742795901994
201. 진미파라곤 앞,st-46,2021-12-02T00:23:00Z,6.178190725075042,8.252213876766058,9.034425456315304,9.819102713689375,8.21985060233529
201. 진미파라곤 앞,st-46,2021-12-02T00:24:00Z,5.995331265023198,8.368727567300088,9.145410930109884,9.877265029207745,8.29152212294093
201. 진미파라곤 앞,st-46,2021-12-02T00:25:00Z,5.710526493720248,8.21290345226748,9.362133109123189,9.985515499804997,8.243366598456056
201. 진미파라곤 앞,st-46,2021-12-02T00:26:00Z,5.826999715704178,8.136239482464115,8.990050107185525,9.816354627184658,8.02516569080493
201. 진미파라곤 앞,st-46,2021-12-02T00:27:00Z,5.897554802740574,8.307520123638964,9.15736345975577,9.949338761552184,8.229970322164014
201. 진미파라곤 앞,st-46,2021-12-02T00:28:00Z,6.017216725866147,8.200012452302207,9.21358441950741,9.878589715928515,8.188166250678945
201. 진미파라곤 앞,st-46,2021-12-02T00:29:00Z,6.0049623824193485,8.30770495348891,9.302173684005147,10.014169405607303,8.249510984389566
201. 진미파라곤 앞,st-46,2021-12-02T00:30:00Z,5.768315949446223,8.36200537788137,9.167515141162136,9.806361779252565,8.231665947570205
201. 진미파라곤 앞,st-46,2021-12-02T00:31:00Z,5.673321004969625,8.34059838863054,9.270386132139807,10.0887500968979,8.267877341749184
201. 진미파라곤 앞,st-46,2021-12-02T00:32:00Z,5.910492928957313,8.10661087655755,8.788867245655002,9.575949537012654,7.932991840927621
201. 진미파라곤 앞,st-46,2021-12-02T00:33:00Z,6.055767973203447,8.156939699416855,9.028859441681453,9.877675447290617,8.091990201505123
201. 진미파라곤 앞,st-46,2021-12-02T00:34:00Z,6.05196336598022,8.112409963315791,9.133688551242784,9.829280266804169,8.046540719350936
201. 진미파라곤 앞,st-46,2021-12-02T00:35:00Z,6.628667033080498,8.346568579674468,9.247216503099327,9.953379195412857,8.230044324453786
201. 진미파라곤 앞,st-46,2021-12-02T00:36:00Z,6.042861268872301,8.088604692638615,8.973709846785647,9.839238274424684,7.997855775590578
201. 진미파라곤 앞,st-46,2021-12-02T00:37:00Z,6.036778867745445,8.13939084108929,8.878974142078592,9.776634097754052,7.996332243857045
201. 진미파라곤 앞,st-46,2021-12-02T00:38:00Z,6.016937941720509,8.115697372888507,8.89452932234612,9.75573162864784,7.949708256273783
201. 진미파라곤 앞,st-46,2021-12-02T00:39:00Z,5.947739041320541,7.8580742825907555,8.73131815244377,9.616805257068773,7.9009645064988385
201. 진미파라곤 앞,st-46,2021-12-02T00:40:00Z,5.932750270043743,8.24251426264179,8.972129327231215,9.726715778488295,8.001528832568809
201. 진미파라곤 앞,st-46,2021-12-02T00:41:00Z,5.840864811662002,7.976492118480112,8.746091015996601,9.670341124234923,7.886550920486211
201. 진미파라곤 앞,st-46,2021-12-02T00:42:00Z,5.772702866298372,7.916570503549129,8.874885427019416,9.759143066083917,7.865529177927513
201. 진미파라곤 앞,st-46,2021-12-02T00:43:00Z,6.089053953322198,7.605909237569135,8.567899595520755,9.470223839248122,7.651068568345888
201. 진미파라곤 앞,st-46,2021-12-02T00:44:00Z,5.579876406018498,7.754227401969673,8.559520825064551,9.436139694164478,7.610889010555703
201. 진미파라곤 앞,st-46,2021-12-02T00:45:00Z,5.644357796526157,7.801606624366844,8.643217288457377,9.543781179267361,7.746551052745143
201. 진미파라곤 앞,st-46,2021-12-02T00:46:00Z,5.851207042211641,8.010393259618958,8.942906908070553,9.679518665647443,7.916224876714484
